"Sex"	"Cancer label"	"Year"	"ASR (World)"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
2	"Oesophagus"	1998	3.13	3.32	NA	-1.1757*	2	2
2	"Oesophagus"	1999	3.43	3.28	NA	-1.1757*	2	2
2	"Oesophagus"	2000	3.28	3.24	NA	-1.1757*	2	2
2	"Oesophagus"	2001	3.14	3.20	NA	-1.1757*	2	2
2	"Oesophagus"	2002	3.30	3.16	NA	-1.1757*	2	2
2	"Oesophagus"	2003	3.16	3.13	NA	-1.1757*	2	2
2	"Oesophagus"	2004	3.10	3.09	NA	-1.1757*	2	2
2	"Oesophagus"	2005	3.10	3.05	NA	-1.1757*	2	2
2	"Oesophagus"	2006	3.11	3.02	NA	-1.1757*	2	2
2	"Oesophagus"	2007	3.08	2.98	NA	-1.1757*	2	2
2	"Oesophagus"	2008	3.07	2.95	NA	-1.1757*	2	2
2	"Oesophagus"	2009	2.88	2.91	NA	-1.1757*	2	2
2	"Oesophagus"	2010	2.82	2.88	NA	-1.1757*	2	2
2	"Oesophagus"	2011	2.74	2.84	NA	-1.1757*	2	2
2	"Oesophagus"	2012	2.76	2.81	NA	-1.1757*	2	2
2	"Oesophagus"	2013	2.75	2.78	NA	-1.1757*	2	2
2	"Oesophagus"	2014	2.77	2.74	NA	-1.1757*	2	2
2	"Oesophagus"	2015	2.66	2.71	NA	-1.1757*	2	2
2	"Oesophagus"	2016	2.68	2.68	NA	-1.1757*	2	2
1	"Pancreas"	1955	6.42	6.38	NA	1.7453*	3	3
1	"Pancreas"	1956	6.35	6.49	NA	1.7453*	3	3
1	"Pancreas"	1957	6.62	6.61	NA	1.7453*	3	3
1	"Pancreas"	1958	6.85	6.72	NA	1.7453*	3	3
1	"Pancreas"	1959	7.11	6.84	NA	1.7453*	3	3
1	"Pancreas"	1960	6.87	6.96	NA	1.7453*	3	3
1	"Pancreas"	1961	6.90	7.08	NA	1.7453*	3	3
1	"Pancreas"	1962	6.95	7.20	NA	1.7453*	3	3
1	"Pancreas"	1963	7.34	7.33	NA	1.7453*	3	3
1	"Pancreas"	1964	7.61	7.46	NA	1.7453*	3	3
1	"Pancreas"	1965	7.65	7.59	NA	1.7453*	3	3
1	"Pancreas"	1966	7.82	7.72	NA	1.7453*	3	3
1	"Pancreas"	1967	7.66	7.86	NA	1.7453*	3	3
1	"Pancreas"	1968	8.07	7.99	NA	1.7453*	3	3
1	"Pancreas"	1969	8.21	8.13	Joinpoint 1	NA	3	3
1	"Pancreas"	1970	8.19	8.15	NA	0.2283	3	3
1	"Pancreas"	1971	8.25	8.17	NA	0.2283	3	3
1	"Pancreas"	1972	8.23	8.19	NA	0.2283	3	3
1	"Pancreas"	1973	8.01	8.21	NA	0.2283	3	3
1	"Pancreas"	1974	8.09	8.23	NA	0.2283	3	3
1	"Pancreas"	1975	8.40	8.24	NA	0.2283	3	3
1	"Pancreas"	1976	8.06	8.26	NA	0.2283	3	3
1	"Pancreas"	1977	8.25	8.28	NA	0.2283	3	3
1	"Pancreas"	1978	8.41	8.30	NA	0.2283	3	3
1	"Pancreas"	1979	8.51	8.32	Joinpoint 2	NA	3	3
1	"Pancreas"	1980	8.48	8.20	NA	-1.4544*	3	3
1	"Pancreas"	1981	7.85	8.08	NA	-1.4544*	3	3
1	"Pancreas"	1982	7.57	7.96	NA	-1.4544*	3	3
1	"Pancreas"	1983	7.80	7.85	NA	-1.4544*	3	3
1	"Pancreas"	1984	7.81	7.73	NA	-1.4544*	3	3
1	"Pancreas"	1985	7.70	7.62	NA	-1.4544*	3	3
1	"Pancreas"	1986	7.44	7.51	NA	-1.4544*	3	3
1	"Pancreas"	1987	7.46	7.40	NA	-1.4544*	3	3
1	"Pancreas"	1988	7.24	7.29	NA	-1.4544*	3	3
1	"Pancreas"	1989	7.28	7.19	NA	-1.4544*	3	3
1	"Pancreas"	1990	7.31	7.08	NA	-1.4544*	3	3
1	"Pancreas"	1991	7.06	6.98	NA	-1.4544*	3	3
1	"Pancreas"	1992	7.01	6.88	NA	-1.4544*	3	3
1	"Pancreas"	1993	6.81	6.78	NA	-1.4544*	3	3
1	"Pancreas"	1994	6.43	6.68	NA	-1.4544*	3	3
1	"Pancreas"	1995	6.42	6.58	NA	-1.4544*	3	3
1	"Pancreas"	1996	6.56	6.49	NA	-1.4544*	3	3
1	"Pancreas"	1997	6.38	6.39	NA	-1.4544*	3	3
1	"Pancreas"	1998	6.35	6.30	Joinpoint 3	NA	3	3
1	"Pancreas"	1999	6.26	6.32	NA	0.2928*	3	3
1	"Pancreas"	2000	6.57	6.34	NA	0.2928*	3	3
1	"Pancreas"	2001	6.25	6.35	NA	0.2928*	3	3
1	"Pancreas"	2002	6.37	6.37	NA	0.2928*	3	3
1	"Pancreas"	2003	6.47	6.39	NA	0.2928*	3	3
1	"Pancreas"	2004	6.20	6.41	NA	0.2928*	3	3
1	"Pancreas"	2005	6.26	6.43	NA	0.2928*	3	3
1	"Pancreas"	2006	6.48	6.45	NA	0.2928*	3	3
1	"Pancreas"	2007	6.62	6.47	NA	0.2928*	3	3
1	"Pancreas"	2008	6.50	6.49	NA	0.2928*	3	3
1	"Pancreas"	2009	6.50	6.50	NA	0.2928*	3	3
1	"Pancreas"	2010	6.35	6.52	NA	0.2928*	3	3
1	"Pancreas"	2011	6.71	6.54	NA	0.2928*	3	3
1	"Pancreas"	2012	6.63	6.56	NA	0.2928*	3	3
1	"Pancreas"	2013	6.51	6.58	NA	0.2928*	3	3
1	"Pancreas"	2014	6.59	6.60	NA	0.2928*	3	3
1	"Pancreas"	2015	6.48	6.62	NA	0.2928*	3	3
1	"Pancreas"	2016	6.79	6.64	NA	0.2928*	3	3
2	"Pancreas"	1955	4.13	4.07	NA	1.1365*	3	3
2	"Pancreas"	1956	3.92	4.12	NA	1.1365*	3	3
2	"Pancreas"	1957	4.14	4.17	NA	1.1365*	3	3
2	"Pancreas"	1958	4.19	4.21	NA	1.1365*	3	3
2	"Pancreas"	1959	4.37	4.26	NA	1.1365*	3	3
2	"Pancreas"	1960	4.33	4.31	NA	1.1365*	3	3
2	"Pancreas"	1961	4.40	4.36	NA	1.1365*	3	3
2	"Pancreas"	1962	4.50	4.41	NA	1.1365*	3	3
2	"Pancreas"	1963	4.46	4.46	NA	1.1365*	3	3
2	"Pancreas"	1964	4.38	4.51	NA	1.1365*	3	3
2	"Pancreas"	1965	4.57	4.56	NA	1.1365*	3	3
2	"Pancreas"	1966	4.75	4.61	NA	1.1365*	3	3
2	"Pancreas"	1967	4.69	4.66	NA	1.1365*	3	3
2	"Pancreas"	1968	4.75	4.72	NA	1.1365*	3	3
2	"Pancreas"	1969	4.76	4.77	NA	1.1365*	3	3
2	"Pancreas"	1970	4.82	4.82	NA	1.1365*	3	3
2	"Pancreas"	1971	4.85	4.88	NA	1.1365*	3	3
2	"Pancreas"	1972	4.84	4.94	NA	1.1365*	3	3
2	"Pancreas"	1973	4.98	4.99	NA	1.1365*	3	3
2	"Pancreas"	1974	5.16	5.05	Joinpoint 1	NA	3	3
2	"Pancreas"	1975	4.98	5.06	NA	0.1689	3	3
2	"Pancreas"	1976	5.16	5.06	NA	0.1689	3	3
2	"Pancreas"	1977	5.11	5.07	NA	0.1689	3	3
2	"Pancreas"	1978	5.04	5.08	NA	0.1689	3	3
2	"Pancreas"	1979	5.13	5.09	NA	0.1689	3	3
2	"Pancreas"	1980	5.19	5.10	NA	0.1689	3	3
2	"Pancreas"	1981	4.88	5.11	NA	0.1689	3	3
2	"Pancreas"	1982	4.98	5.12	NA	0.1689	3	3
2	"Pancreas"	1983	4.94	5.13	NA	0.1689	3	3
2	"Pancreas"	1984	5.22	5.13	NA	0.1689	3	3
2	"Pancreas"	1985	5.19	5.14	NA	0.1689	3	3
2	"Pancreas"	1986	5.19	5.15	NA	0.1689	3	3
2	"Pancreas"	1987	5.17	5.16	NA	0.1689	3	3
2	"Pancreas"	1988	5.19	5.17	NA	0.1689	3	3
2	"Pancreas"	1989	5.22	5.18	Joinpoint 2	NA	3	3
2	"Pancreas"	1990	5.24	5.10	NA	-1.5259*	3	3
2	"Pancreas"	1991	4.81	5.02	NA	-1.5259*	3	3
2	"Pancreas"	1992	4.98	4.94	NA	-1.5259*	3	3
2	"Pancreas"	1993	4.95	4.87	NA	-1.5259*	3	3
2	"Pancreas"	1994	4.78	4.79	NA	-1.5259*	3	3
2	"Pancreas"	1995	4.83	4.72	NA	-1.5259*	3	3
2	"Pancreas"	1996	4.62	4.65	Joinpoint 3	NA	3	3
2	"Pancreas"	1997	4.62	4.67	NA	0.5298*	3	3
2	"Pancreas"	1998	4.56	4.70	NA	0.5298*	3	3
2	"Pancreas"	1999	4.78	4.72	NA	0.5298*	3	3
2	"Pancreas"	2000	4.82	4.75	NA	0.5298*	3	3
2	"Pancreas"	2001	4.72	4.77	NA	0.5298*	3	3
2	"Pancreas"	2002	4.73	4.80	NA	0.5298*	3	3
2	"Pancreas"	2003	4.68	4.82	NA	0.5298*	3	3
2	"Pancreas"	2004	4.84	4.85	NA	0.5298*	3	3
2	"Pancreas"	2005	4.99	4.88	NA	0.5298*	3	3
2	"Pancreas"	2006	4.82	4.90	NA	0.5298*	3	3
2	"Pancreas"	2007	5.11	4.93	NA	0.5298*	3	3
2	"Pancreas"	2008	5.04	4.95	NA	0.5298*	3	3
2	"Pancreas"	2009	5.13	4.98	NA	0.5298*	3	3
2	"Pancreas"	2010	4.95	5.01	NA	0.5298*	3	3
2	"Pancreas"	2011	5.05	5.03	NA	0.5298*	3	3
2	"Pancreas"	2012	5.29	5.06	NA	0.5298*	3	3
2	"Pancreas"	2013	5.03	5.09	NA	0.5298*	3	3
2	"Pancreas"	2014	4.99	5.11	NA	0.5298*	3	3
2	"Pancreas"	2015	5.11	5.14	NA	0.5298*	3	3
2	"Pancreas"	2016	5.02	5.17	NA	0.5298*	3	3
1	"Prostate"	1950	10.78	10.73	NA	1.0034*	5	5
1	"Prostate"	1951	10.78	10.84	NA	1.0034*	5	5
1	"Prostate"	1952	10.45	10.95	NA	1.0034*	5	5
1	"Prostate"	1953	10.91	11.06	NA	1.0034*	5	5
1	"Prostate"	1954	11.35	11.17	NA	1.0034*	5	5
1	"Prostate"	1955	11.26	11.28	NA	1.0034*	5	5
1	"Prostate"	1956	12.04	11.40	NA	1.0034*	5	5
1	"Prostate"	1957	11.56	11.51	NA	1.0034*	5	5
1	"Prostate"	1958	11.88	11.63	NA	1.0034*	5	5
1	"Prostate"	1959	11.76	11.74	NA	1.0034*	5	5
1	"Prostate"	1960	11.93	11.86	NA	1.0034*	5	5
1	"Prostate"	1961	11.75	11.98	NA	1.0034*	5	5
1	"Prostate"	1962	12.24	12.10	NA	1.0034*	5	5
1	"Prostate"	1963	12.34	12.22	NA	1.0034*	5	5
1	"Prostate"	1964	11.86	12.34	NA	1.0034*	5	5
1	"Prostate"	1965	12.63	12.47	Joinpoint 1	NA	5	5
1	"Prostate"	1966	12.21	12.30	NA	-1.3580	5	5
1	"Prostate"	1967	11.93	12.13	NA	-1.3580	5	5
1	"Prostate"	1968	11.95	11.97	NA	-1.3580	5	5
1	"Prostate"	1969	12.04	11.81	NA	-1.3580	5	5
1	"Prostate"	1970	11.55	11.64	Joinpoint 2	NA	5	5
1	"Prostate"	1971	11.61	11.72	NA	0.6478*	5	5
1	"Prostate"	1972	11.81	11.80	NA	0.6478*	5	5
1	"Prostate"	1973	11.97	11.87	NA	0.6478*	5	5
1	"Prostate"	1974	12.03	11.95	NA	0.6478*	5	5
1	"Prostate"	1975	11.89	12.03	NA	0.6478*	5	5
1	"Prostate"	1976	12.24	12.10	NA	0.6478*	5	5
1	"Prostate"	1977	12.17	12.18	NA	0.6478*	5	5
1	"Prostate"	1978	12.14	12.26	NA	0.6478*	5	5
1	"Prostate"	1979	12.39	12.34	NA	0.6478*	5	5
1	"Prostate"	1980	12.64	12.42	NA	0.6478*	5	5
1	"Prostate"	1981	12.42	12.50	NA	0.6478*	5	5
1	"Prostate"	1982	12.55	12.58	Joinpoint 3	NA	5	5
1	"Prostate"	1983	13.02	13.30	NA	5.7116	5	5
1	"Prostate"	1984	14.43	14.06	NA	5.7116	5	5
1	"Prostate"	1985	14.89	14.86	Joinpoint 4	NA	5	5
1	"Prostate"	1986	15.18	15.20	NA	2.2409*	5	5
1	"Prostate"	1987	15.32	15.54	NA	2.2409*	5	5
1	"Prostate"	1988	15.80	15.89	NA	2.2409*	5	5
1	"Prostate"	1989	16.33	16.24	NA	2.2409*	5	5
1	"Prostate"	1990	16.52	16.61	NA	2.2409*	5	5
1	"Prostate"	1991	17.23	16.98	NA	2.2409*	5	5
1	"Prostate"	1992	17.36	17.36	Joinpoint 5	NA	5	5
1	"Prostate"	1993	16.97	17.13	NA	-1.3264*	5	5
1	"Prostate"	1994	16.98	16.90	NA	-1.3264*	5	5
1	"Prostate"	1995	17.07	16.68	NA	-1.3264*	5	5
1	"Prostate"	1996	16.54	16.46	NA	-1.3264*	5	5
1	"Prostate"	1997	15.92	16.24	NA	-1.3264*	5	5
1	"Prostate"	1998	15.73	16.02	NA	-1.3264*	5	5
1	"Prostate"	1999	15.60	15.81	NA	-1.3264*	5	5
1	"Prostate"	2000	14.92	15.60	NA	-1.3264*	5	5
1	"Prostate"	2001	15.74	15.39	NA	-1.3264*	5	5
1	"Prostate"	2002	15.61	15.19	NA	-1.3264*	5	5
1	"Prostate"	2003	15.59	14.99	NA	-1.3264*	5	5
1	"Prostate"	2004	15.28	14.79	NA	-1.3264*	5	5
1	"Prostate"	2005	14.59	14.59	NA	-1.3264*	5	5
1	"Prostate"	2006	14.27	14.40	NA	-1.3264*	5	5
1	"Prostate"	2007	14.14	14.21	NA	-1.3264*	5	5
1	"Prostate"	2008	13.72	14.02	NA	-1.3264*	5	5
1	"Prostate"	2009	13.62	13.83	NA	-1.3264*	5	5
1	"Prostate"	2010	13.58	13.65	NA	-1.3264*	5	5
1	"Prostate"	2011	13.41	13.47	NA	-1.3264*	5	5
1	"Prostate"	2012	13.11	13.29	NA	-1.3264*	5	5
1	"Prostate"	2013	12.79	13.11	NA	-1.3264*	5	5
1	"Prostate"	2014	12.99	12.94	NA	-1.3264*	5	5
1	"Prostate"	2015	13.25	12.77	NA	-1.3264*	5	5
1	"Prostate"	2016	12.67	12.60	NA	-1.3264*	5	5
