"sex"	"age_group"	"cancer_site"	"Model"	"# Joinpoints"	"# Observations"	"# Parameters"	"D.F."	"SSE"	"BIC"	"BIC3"	"Weight"	"WBIC"
Women	35-49	Non-Hodgkin Lymphoma	1	0	19	2	17	       0.1171391	      -4.7788908	      -4.7788908	       0.0000000	      -4.7788908
Women	35-49	Non-Hodgkin Lymphoma	2	1	19	4	15	       0.0722365	      -4.9523670	      -4.7973965	       0.3833274	      -4.8929625
Women	35-49	Non-Hodgkin Lymphoma	3	2	19	6	13	       0.0630576	      -4.7783226	      -4.4683817	       0.3471261	      -4.6707340
Women	35-49	Non-Hodgkin Lymphoma	4	3	19	8	11	       0.0527954	      -4.6460059	      -4.1810945	       0.5791746	      -4.3767410
Women	35-49	Oesophagus	1	0	19	2	17	       0.2960039	      -3.8518806	      -3.8518806	       0.0000000	      -3.8518806
Women	35-49	Oesophagus	2	1	19	4	15	       0.2672380	      -3.6441729	      -3.4892024	       0.0971810	      -3.6291127
Women	35-49	Oesophagus	3	2	19	6	13	       0.2576108	      -3.3709214	      -3.0609805	       0.3096521	      -3.2749476
Women	35-49	Oesophagus	4	3	19	8	11	       0.2401389	      -3.1312128	      -2.6663014	       0.7555202	      -2.7799628
Women	35-49	Oral	1	0	19	2	17	       0.1254745	      -4.7101505	      -4.7101505	       0.0000000	      -4.7101505
Women	35-49	Oral	2	1	19	4	15	       0.1109942	      -4.5228348	      -4.3678643	       0.1154049	      -4.5049505
Women	35-49	Oral	3	2	19	6	13	       0.0780152	      -4.5654679	      -4.2555269	       0.5591624	      -4.3921606
Women	35-49	Oral	4	3	19	8	11	       0.0702641	      -4.3601688	      -3.8952574	       0.7810368	      -3.9970559
Women	35-49	Ovary	1	0	19	2	17	       0.0348096	      -5.9923589	      -5.9923589	       0.0000000	      -5.9923589
Women	35-49	Ovary	2	1	19	4	15	       0.0169488	      -6.4021127	      -6.2471422	       0.5130991	      -6.3225975
Women	35-49	Ovary	3	2	19	6	13	       0.0097583	      -6.6442557	      -6.3343148	       0.6926453	      -6.4295766
Women	35-49	Ovary	4	3	19	8	11	       0.0084360	      -6.4799263	      -6.0150149	       0.7320934	      -6.1395677
Women	35-49	Pancreas	1	0	19	2	17	       0.1609767	      -4.4609936	      -4.4609936	       0.0000000	      -4.4609936
Women	35-49	Pancreas	2	1	19	4	15	       0.1279960	      -4.3803131	      -4.2253426	       0.2048786	      -4.3485630
Women	35-49	Pancreas	3	2	19	6	13	       0.0920717	      -4.3998039	      -4.0898630	       0.5385222	      -4.2328938
Women	35-49	Pancreas	4	3	19	8	11	       0.0903686	      -4.1085334	      -3.6436220	       0.8655787	      -3.7061160
Women	35-49	Stomach	1	0	19	2	17	       0.1802013	      -4.3481785	      -4.3481785	       0.0000000	      -4.3481785
Women	35-49	Stomach	2	1	19	4	15	       0.1456581	      -4.2510501	      -4.0960796	       0.1916923	      -4.2213435
Women	35-49	Stomach	3	2	19	6	13	       0.1376469	      -3.9976798	      -3.6877388	       0.3028955	      -3.9038000
Women	35-49	Stomach	4	3	19	8	11	       0.1215719	      -3.8119243	      -3.3470128	       0.5914701	      -3.5369431
Women	35-49	Thyroid	1	0	19	2	17	       0.1104778	      -4.8374383	      -4.8374383	       0.0000000	      -4.8374383
Women	35-49	Thyroid	2	1	19	4	15	       0.0466804	      -5.3889878	      -5.2340173	       0.5774681	      -5.2994973
Women	35-49	Thyroid	3	2	19	6	13	       0.0445494	      -5.1257738	      -4.8158328	       0.5803872	      -4.9458880
Women	35-49	Thyroid	4	3	19	8	11	       0.0346394	      -5.0674395	      -4.6025281	       0.4573876	      -4.8547948
Women	50-64	Bladder	1	0	19	2	17	       0.1028615	      -4.9088697	      -4.9088697	       0.0000000	      -4.9088697
Women	50-64	Bladder	2	1	19	4	15	       0.0907279	      -4.7244475	      -4.5694770	       0.1179608	      -4.7061671
Women	50-64	Bladder	3	2	19	6	13	       0.0534323	      -4.9439553	      -4.6340143	       0.6655601	      -4.7376709
Women	50-64	Bladder	4	3	19	8	11	       0.0525003	      -4.6516121	      -4.1867007	       0.6655601	      -4.3421856
Women	50-64	Brain and CNS	1	0	19	2	17	       0.0462049	      -5.7091676	      -5.7091676	       0.0000000	      -5.7091676
Women	50-64	Brain and CNS	2	1	19	4	15	       0.0256098	      -5.9893375	      -5.8343671	       0.4457342	      -5.9202619
Women	50-64	Brain and CNS	3	2	19	6	13	       0.0188343	      -5.9866935	      -5.6767526	       0.5917235	      -5.8032942
Women	50-64	Brain and CNS	4	3	19	8	11	       0.0145981	      -5.9315386	      -5.4666272	       0.5917235	      -5.6564396
Women	50-64	Breast	1	0	19	2	17	       0.0057966	      -7.7849733	      -7.7849733	       0.0000000	      -7.7849733
Women	50-64	Breast	2	1	19	4	15	       0.0051860	      -7.5863502	      -7.4313797	       0.1053458	      -7.5700247
Women	50-64	Breast	3	2	19	6	13	       0.0039006	      -7.5612481	      -7.2513071	       0.8081890	      -7.3107572
Women	50-64	Breast	4	3	19	8	11	       0.0035012	      -7.3593372	      -6.8944257	       0.8081890	      -6.9836008
Women	50-64	Cervix	1	0	19	2	17	       0.0799799	      -5.1604774	      -5.1604774	       0.0000000	      -5.1604774
Women	50-64	Cervix	2	1	19	4	15	       0.0359503	      -5.6501757	      -5.4952053	       0.5505090	      -5.5648631
Women	50-64	Cervix	3	2	19	6	13	       0.0279131	      -5.5932756	      -5.2833347	       0.4871893	      -5.4422757
Women	50-64	Cervix	4	3	19	8	11	       0.0225378	      -5.4972377	      -5.0323263	       0.6254361	      -5.2064653
Women	50-64	Colorectum	1	0	19	2	17	       0.0384366	      -5.8932444	      -5.8932444	       0.0000000	      -5.8932444
Women	50-64	Colorectum	2	1	19	4	15	       0.0172171	      -6.3864089	      -6.2314384	       0.5520643	      -6.3008552
Women	50-64	Colorectum	3	2	19	6	13	       0.0104902	      -6.5719286	      -6.2619876	       0.6596850	      -6.3674652
Women	50-64	Colorectum	4	3	19	8	11	       0.0083671	      -6.4881190	      -6.0232075	       0.6919317	      -6.1664320
Women	50-64	Endometrium	1	0	19	2	17	       0.0488357	      -5.6537923	      -5.6537923	       0.0000000	      -5.6537923
Women	50-64	Endometrium	2	1	19	4	15	       0.0103044	      -6.8997423	      -6.7447718	       0.7889987	      -6.7774707
Women	50-64	Endometrium	3	2	19	6	13	       0.0093273	      -6.6894254	      -6.3794845	       0.6629957	      -6.4839359
Women	50-64	Endometrium	4	3	19	8	11	       0.0092827	      -6.3842748	      -5.9193634	       0.6391209	      -6.0871402
Women	50-64	Gallbladder	1	0	19	2	17	       0.1717452	      -4.3962410	      -4.3962410	       0.0000000	      -4.3962410
Women	50-64	Gallbladder	2	1	19	4	15	       0.1260555	      -4.3955899	      -4.2406194	       0.2660320	      -4.3543628
Women	50-64	Gallbladder	3	2	19	6	13	       0.1150836	      -4.1767122	      -3.8667712	       0.2583999	      -4.0966234
Women	50-64	Gallbladder	4	3	19	8	11	       0.1139030	      -3.8770829	      -3.4121715	       0.2583999	      -3.7569498
Women	50-64	Hodgkin Lymphoma	1	0	19	2	17	       0.3109085	      -3.8027547	      -3.8027547	       0.0000000	      -3.8027547
Women	50-64	Hodgkin Lymphoma	2	1	19	4	15	       0.1845505	      -4.0143893	      -3.8594188	       0.4064154	      -3.9514069
Women	50-64	Hodgkin Lymphoma	3	2	19	6	13	       0.1452114	      -3.9441810	      -3.6342401	       0.3468638	      -3.8366737
Women	50-64	Hodgkin Lymphoma	4	3	19	8	11	       0.1316518	      -3.7322697	      -3.2673583	       0.4109325	      -3.5412225
Women	50-64	Kidney	1	0	19	2	17	       0.0805371	      -5.1535359	      -5.1535359	       0.0000000	      -5.1535359
Women	50-64	Kidney	2	1	19	4	15	       0.0223088	      -6.1273312	      -5.9723608	       0.7229996	      -6.0152876
Women	50-64	Kidney	3	2	19	6	13	       0.0134919	      -6.3202822	      -6.0103412	       0.7333872	      -6.0929754
Women	50-64	Kidney	4	3	19	8	11	       0.0133688	      -6.0195046	      -5.5545932	       0.7333872	      -5.6785445
Women	50-64	Larynx	1	0	19	2	17	       0.1436819	      -4.5746512	      -4.5746512	       0.0000000	      -4.5746512
Women	50-64	Larynx	2	1	19	4	15	       0.1082601	      -4.5477761	      -4.3928057	       0.2465298	      -4.5095713
Women	50-64	Larynx	3	2	19	6	13	       0.0988349	      -4.3289205	      -4.0189795	       0.2203385	      -4.2606286
Women	50-64	Larynx	4	3	19	8	11	       0.0899843	      -4.1127948	      -3.6478834	       0.4605699	      -3.8986706
Women	50-64	Leukaemia	1	0	19	2	17	       0.1021217	      -4.9160882	      -4.9160882	       0.0000000	      -4.9160882
Women	50-64	Leukaemia	2	1	19	4	15	       0.0454041	      -5.4167097	      -5.2617393	       0.5553921	      -5.3306404
Women	50-64	Leukaemia	3	2	19	6	13	       0.0404463	      -5.2223960	      -4.9124551	       0.5355532	      -5.0564062
Women	50-64	Leukaemia	4	3	19	8	11	       0.0360185	      -5.0283988	      -4.5634874	       0.4460688	      -4.8210163
Women	50-64	Liver	1	0	19	2	17	       0.1677724	      -4.4196450	      -4.4196450	       0.0000000	      -4.4196450
Women	50-64	Liver	2	1	19	4	15	       0.0840918	      -4.8004032	      -4.6454327	       0.4987745	      -4.7231078
Women	50-64	Liver	3	2	19	6	13	       0.0417831	      -5.1898803	      -4.8799393	       0.7972394	      -4.9427831
Women	50-64	Liver	4	3	19	8	11	       0.0353145	      -5.0481358	      -4.5832243	       0.9507236	      -4.6061335
Women	50-64	Lung	1	0	19	2	17	       0.0475192	      -5.6811186	      -5.6811186	       0.0000000	      -5.6811186
Women	50-64	Lung	2	1	19	4	15	       0.0054423	      -7.5381018	      -7.3831314	       0.8854707	      -7.4008800
Women	50-64	Lung	3	2	19	6	13	       0.0034365	      -7.6879283	      -7.3779873	       0.8666263	      -7.4193253
Women	50-64	Lung	4	3	19	8	11	       0.0019404	      -7.9495519	      -7.4846404	       0.8926063	      -7.5345690
Women	50-64	Melanoma	1	0	19	2	17	       0.0401979	      -5.8484396	      -5.8484396	       0.0000000	      -5.8484396
Women	50-64	Melanoma	2	1	19	4	15	       0.0137987	      -6.6077352	      -6.4527647	       0.6567295	      -6.5059615
Women	50-64	Melanoma	3	2	19	6	13	       0.0130936	      -6.3502452	      -6.0403042	       0.6555960	      -6.1470491
Women	50-64	Melanoma	4	3	19	8	11	       0.0121649	      -6.1138767	      -5.6489653	       0.6127257	      -5.8290136
Women	50-64	MultipleMyeloma	1	0	19	2	17	       0.0515892	      -5.5989409	      -5.5989409	       0.0000000	      -5.5989409
Women	50-64	MultipleMyeloma	2	1	19	4	15	       0.0500472	      -5.3193455	      -5.1643750	       0.0298897	      -5.3147134
Women	50-64	MultipleMyeloma	3	2	19	6	13	       0.0411634	      -5.2048209	      -4.8948799	       0.2915417	      -5.1144602
Women	50-64	MultipleMyeloma	4	3	19	8	11	       0.0382105	      -4.9693190	      -4.5044076	       0.2915417	      -4.8337779
Women	50-64	Non-Hodgkin Lymphoma	1	0	19	2	17	       0.0848557	      -5.1013011	      -5.1013011	       0.0000000	      -5.1013011
Women	50-64	Non-Hodgkin Lymphoma	2	1	19	4	15	       0.0174016	      -6.3757501	      -6.2207796	       0.7949271	      -6.2525598
Women	50-64	Non-Hodgkin Lymphoma	3	2	19	6	13	       0.0120838	      -6.4305060	      -6.1205651	       0.8086646	      -6.1798678
Women	50-64	Non-Hodgkin Lymphoma	4	3	19	8	11	       0.0111424	      -6.2016684	      -5.7367569	       0.8269482	      -5.8172107
Women	50-64	Oesophagus	1	0	19	2	17	       0.0873820	      -5.0719642	      -5.0719642	       0.0000000	      -5.0719642
Women	50-64	Oesophagus	2	1	19	4	15	       0.0388795	      -5.5718441	      -5.4168736	       0.5550622	      -5.4858258
Women	50-64	Oesophagus	3	2	19	6	13	       0.0334129	      -5.4134288	      -5.1034879	       0.5683539	      -5.2372726
Women	50-64	Oesophagus	4	3	19	8	11	       0.0240539	      -5.4321350	      -4.9672236	       0.7884501	      -5.0655755
Women	50-64	Oral	1	0	19	2	17	       0.0505130	      -5.6200232	      -5.6200232	       0.0000000	      -5.6200232
Women	50-64	Oral	2	1	19	4	15	       0.0230823	      -6.0932450	      -5.9382746	       0.5430416	      -6.0090896
Women	50-64	Oral	3	2	19	6	13	       0.0154808	      -6.1827712	      -5.8728302	       0.7668885	      -5.9450810
Women	50-64	Oral	4	3	19	8	11	       0.0146818	      -5.9258229	      -5.4609115	       0.7931593	      -5.5570741
Women	50-64	Ovary	1	0	19	2	17	       0.0132701	      -6.9567421	      -6.9567421	       0.0000000	      -6.9567421
Women	50-64	Ovary	2	1	19	4	15	       0.0112301	      -6.8137177	      -6.6587473	       0.1537298	      -6.7898942
Women	50-64	Ovary	3	2	19	6	13	       0.0103111	      -6.5891550	      -6.2792140	       0.1566561	      -6.5406008
Women	50-64	Ovary	4	3	19	8	11	       0.0071296	      -6.6481761	      -6.1832646	       0.6598175	      -6.3414194
Women	50-64	Pancreas	1	0	19	2	17	       0.0682100	      -5.3196626	      -5.3196626	       0.0000000	      -5.3196626
Women	50-64	Pancreas	2	1	19	4	15	       0.0481317	      -5.3583717	      -5.2034012	       0.2943600	      -5.3127546
Women	50-64	Pancreas	3	2	19	6	13	       0.0465882	      -5.0810240	      -4.7710831	       0.3596799	      -4.9695445
Women	50-64	Pancreas	4	3	19	8	11	       0.0401059	      -4.9209065	      -4.4559950	       0.7510230	      -4.5717473
Women	50-64	Stomach	1	0	19	2	17	       0.0740629	      -5.2373391	      -5.2373391	       0.0000000	      -5.2373391
Women	50-64	Stomach	2	1	19	4	15	       0.0501834	      -5.3166284	      -5.1616579	       0.3224217	      -5.2666625
Women	50-64	Stomach	3	2	19	6	13	       0.0458312	      -5.0974066	      -4.7874656	       0.2342840	      -5.0247924
Women	50-64	Stomach	4	3	19	8	11	       0.0376288	      -4.9846596	      -4.5197482	       0.5325372	      -4.7370770
Women	50-64	Thyroid	1	0	19	2	17	       0.0963312	      -4.9744613	      -4.9744613	       0.0000000	      -4.9744613
Women	50-64	Thyroid	2	1	19	4	15	       0.0679207	      -5.0139715	      -4.8590010	       0.2949250	      -4.9682668
Women	50-64	Thyroid	3	2	19	6	13	       0.0494077	      -5.0222661	      -4.7123252	       0.4278472	      -4.8896587
Women	50-64	Thyroid	4	3	19	8	11	       0.0450222	      -4.8052744	      -4.3403630	       0.4429833	      -4.5993264
Women	65+	Bladder	1	0	19	2	17	       0.0199434	      -6.5493575	      -6.5493575	       0.0000000	      -6.5493575
Women	65+	Bladder	2	1	19	4	15	       0.0102825	      -6.9018647	      -6.7468942	       0.4844125	      -6.8267950
Women	65+	Bladder	3	2	19	6	13	       0.0073994	      -6.9209662	      -6.6110252	       0.6008568	      -6.7347360
Women	65+	Bladder	4	3	19	8	11	       0.0059559	      -6.8280506	      -6.3631391	       0.6778798	      -6.5128965
Women	65+	Brain and CNS	1	0	19	2	17	       0.0525508	      -5.5804722	      -5.5804722	       0.0000000	      -5.5804722
Women	65+	Brain and CNS	2	1	19	4	15	       0.0238666	      -6.0598329	      -5.9048624	       0.5458381	      -5.9752441
Women	65+	Brain and CNS	3	2	19	6	13	       0.0174546	      -6.0627673	      -5.7528263	       0.7132801	      -5.8416926
Women	65+	Brain and CNS	4	3	19	8	11	       0.0160040	      -5.8395946	      -5.3746831	       0.6082592	      -5.5568079
Women	65+	Breast	1	0	19	2	17	       0.0169504	      -6.7119603	      -6.7119603	       0.0000000	      -6.7119603
Women	65+	Breast	2	1	19	4	15	       0.0094076	      -6.9907940	      -6.8358236	       0.4449933	      -6.9218332
Women	65+	Breast	3	2	19	6	13	       0.0070946	      -6.9630416	      -6.6531007	       0.3235489	      -6.8627606
Women	65+	Breast	4	3	19	8	11	       0.0050993	      -6.9833276	      -6.5184162	       0.8279418	      -6.5984080
Women	65+	Cervix	1	0	19	2	17	       0.0548645	      -5.5373866	      -5.5373866	       0.0000000	      -5.5373866
Women	65+	Cervix	2	1	19	4	15	       0.0370433	      -5.6202241	      -5.4652536	       0.3248217	      -5.5698863
Women	65+	Cervix	3	2	19	6	13	       0.0334622	      -5.4119539	      -5.1020129	       0.2791201	      -5.3254431
Women	65+	Cervix	4	3	19	8	11	       0.0276277	      -5.2936107	      -4.8286992	       0.4635571	      -5.0780977
Women	65+	Colorectum	1	0	19	2	17	       0.0187659	      -6.6102131	      -6.6102131	       0.0000000	      -6.6102131
Women	65+	Colorectum	2	1	19	4	15	       0.0039703	      -7.8534708	      -7.6985003	       0.7884301	      -7.7312874
Women	65+	Colorectum	3	2	19	6	13	       0.0015371	      -8.4925037	      -8.1825627	       0.9196864	      -8.2074552
Women	65+	Colorectum	4	3	19	8	11	       0.0013487	      -8.3132732	      -7.8483618	       0.7301569	      -7.9738150
Women	65+	Endometrium	1	0	19	2	17	       0.0312251	      -6.1010296	      -6.1010296	       0.0000000	      -6.1010296
Women	65+	Endometrium	2	1	19	4	15	       0.0053993	      -7.5460388	      -7.3910683	       0.8270842	      -7.4178651
Women	65+	Endometrium	3	2	19	6	13	       0.0050312	      -7.3067037	      -6.9967627	       0.7816643	      -7.0644339
Women	65+	Endometrium	4	3	19	8	11	       0.0048301	      -7.0375726	      -6.5726612	       0.8110986	      -6.6604836
Women	65+	Gallbladder	1	0	19	2	17	       0.0558504	      -5.5195770	      -5.5195770	       0.0000000	      -5.5195770
Women	65+	Gallbladder	2	1	19	4	15	       0.0477031	      -5.3673168	      -5.2123463	       0.1458776	      -5.3447101
Women	65+	Gallbladder	3	2	19	6	13	       0.0312591	      -5.4800617	      -5.1701208	       0.7267897	      -5.2547998
Women	65+	Gallbladder	4	3	19	8	11	       0.0264406	      -5.3375316	      -4.8726201	       0.5493110	      -5.0821506
Women	65+	Hodgkin Lymphoma	1	0	19	2	17	       0.1475113	      -4.5483485	      -4.5483485	       0.0000000	      -4.5483485
Women	65+	Hodgkin Lymphoma	2	1	19	4	15	       0.1174103	      -4.4666380	      -4.3116675	       0.2040592	      -4.4350148
Women	65+	Hodgkin Lymphoma	3	2	19	6	13	       0.0889833	      -4.4339229	      -4.1239820	       0.8221761	      -4.1790969
Women	65+	Hodgkin Lymphoma	4	3	19	8	11	       0.0636694	      -4.4587264	      -3.9938150	       0.8221761	      -4.0764874
Women	65+	Kidney	1	0	19	2	17	       0.0712878	      -5.2755287	      -5.2755287	       0.0000000	      -5.2755287
Women	65+	Kidney	2	1	19	4	15	       0.0140632	      -6.5887479	      -6.4337774	       0.8027257	      -6.4643491
Women	65+	Kidney	3	2	19	6	13	       0.0134559	      -6.3229537	      -6.0130128	       0.6654705	      -6.1166972
Women	65+	Kidney	4	3	19	8	11	       0.0127042	      -6.0704976	      -5.6055862	       0.7680944	      -5.7134017
Women	65+	Larynx	1	0	19	2	17	       0.1173513	      -4.7770817	      -4.7770817	       0.0000000	      -4.7770817
Women	65+	Larynx	2	1	19	4	15	       0.1075657	      -4.5542102	      -4.3992397	       0.0833865	      -4.5412877
Women	65+	Larynx	3	2	19	6	13	       0.0666858	      -4.7223800	      -4.4124391	       0.9180331	      -4.4378440
Women	65+	Larynx	4	3	19	8	11	       0.0625109	      -4.4770889	      -4.0121775	       0.9180331	      -4.0502848
Women	65+	Leukaemia	1	0	19	2	17	       0.0755404	      -5.2175863	      -5.2175863	       0.0000000	      -5.2175863
Women	65+	Leukaemia	2	1	19	4	15	       0.0216965	      -6.1551628	      -6.0001923	       0.7127831	      -6.0447024
Women	65+	Leukaemia	3	2	19	6	13	       0.0149253	      -6.2193153	      -5.9093744	       0.7899527	      -5.9744766
Women	65+	Leukaemia	4	3	19	8	11	       0.0118147	      -6.1430857	      -5.6781743	       0.6248868	      -5.8525687
Women	65+	Liver	1	0	19	2	17	       0.0818850	      -5.1369379	      -5.1369379	       0.0000000	      -5.1369379
Women	65+	Liver	2	1	19	4	15	       0.0404949	      -5.5311361	      -5.3761656	       0.5054659	      -5.4528038
Women	65+	Liver	3	2	19	6	13	       0.0304895	      -5.5049902	      -5.1950493	       0.5857470	      -5.3234432
Women	65+	Liver	4	3	19	8	11	       0.0248500	      -5.3995725	      -4.9346611	       0.6718695	      -5.0872127
Women	65+	Lung	1	0	19	2	17	       0.0116109	      -7.0903051	      -7.0903051	       0.0000000	      -7.0903051
Women	65+	Lung	2	1	19	4	15	       0.0032886	      -8.0418503	      -7.8868798	       0.7167676	      -7.9307725
Women	65+	Lung	3	2	19	6	13	       0.0025989	      -7.9672856	      -7.6573447	       0.7624277	      -7.7309781
Women	65+	Lung	4	3	19	8	11	       0.0018969	      -7.9722143	      -7.5073029	       0.6106976	      -7.6882940
Women	65+	Melanoma	1	0	19	2	17	       0.0281959	      -6.2030781	      -6.2030781	       0.0000000	      -6.2030781
Women	65+	Melanoma	2	1	19	4	15	       0.0061430	      -7.4170013	      -7.2620309	       0.7821317	      -7.2957940
Women	65+	Melanoma	3	2	19	6	13	       0.0055683	      -7.2052758	      -6.8953349	       0.4269627	      -7.0729426
Women	65+	Melanoma	4	3	19	8	11	       0.0055108	      -6.9057137	      -6.4408023	       0.7544578	      -6.5549577
Women	65+	MultipleMyeloma	1	0	19	2	17	       0.0513365	      -5.6038514	      -5.6038514	       0.0000000	      -5.6038514
Women	65+	MultipleMyeloma	2	1	19	4	15	       0.0457434	      -5.4092645	      -5.2542940	       0.1089493	      -5.3923806
Women	65+	MultipleMyeloma	3	2	19	6	13	       0.0260056	      -5.6640601	      -5.3541192	       0.5868887	      -5.4821592
Women	65+	MultipleMyeloma	4	3	19	8	11	       0.0221219	      -5.5158635	      -5.0509520	       0.7325040	      -5.1753140
Women	65+	Non-Hodgkin Lymphoma	1	0	19	2	17	       0.0600443	      -5.4471714	      -5.4471714	       0.0000000	      -5.4471714
Women	65+	Non-Hodgkin Lymphoma	2	1	19	4	15	       0.0097126	      -6.9588876	      -6.8039171	       0.8382426	      -6.8289847
Women	65+	Non-Hodgkin Lymphoma	3	2	19	6	13	       0.0082678	      -6.8100025	      -6.5000615	       0.7255041	      -6.5851390
Women	65+	Non-Hodgkin Lymphoma	4	3	19	8	11	       0.0067367	      -6.7048536	      -6.2399422	       0.4798990	      -6.4817431
Women	65+	Oesophagus	1	0	19	2	17	       0.0095555	      -7.2851386	      -7.2851386	       0.0000000	      -7.2851386
Women	65+	Oesophagus	2	1	19	4	15	       0.0077488	      -7.1847783	      -7.0298078	       0.1890758	      -7.1554771
Women	65+	Oesophagus	3	2	19	6	13	       0.0069282	      -6.9867679	      -6.6768270	       0.5978102	      -6.8014821
Women	65+	Oesophagus	4	3	19	8	11	       0.0062849	      -6.7742842	      -6.3093728	       0.5978102	      -6.4963555
Women	65+	Oral	1	0	19	2	17	       0.0226252	      -6.4231881	      -6.4231881	       0.0000000	      -6.4231881
Women	65+	Oral	2	1	19	4	15	       0.0120169	      -6.7459992	      -6.5910288	       0.4688720	      -6.6733379
Women	65+	Oral	3	2	19	6	13	       0.0093020	      -6.6921439	      -6.3822030	       0.9195666	      -6.4071326
Women	65+	Oral	4	3	19	8	11	       0.0079143	      -6.5437646	      -6.0788532	       0.9185055	      -6.1167410
Women	65+	Ovary	1	0	19	2	17	       0.0124127	      -7.0235342	      -7.0235342	       0.0000000	      -7.0235342
Women	65+	Ovary	2	1	19	4	15	       0.0075305	      -7.2133451	      -7.0583746	       0.3933189	      -7.1523923
Women	65+	Ovary	3	2	19	6	13	       0.0059933	      -7.1317365	      -6.8217955	       0.4396306	      -6.9954770
Women	65+	Ovary	4	3	19	8	11	       0.0048792	      -7.0274475	      -6.5625361	       0.5194976	      -6.7859272
Women	65+	Pancreas	1	0	19	2	17	       0.0141775	      -6.8905978	      -6.8905978	       0.0000000	      -6.8905978
Women	65+	Pancreas	2	1	19	4	15	       0.0055931	      -7.5107723	      -7.3558019	       0.6054920	      -7.4169389
Women	65+	Pancreas	3	2	19	6	13	       0.0047493	      -7.3643759	      -7.0544349	       0.4932143	      -7.2115086
Women	65+	Pancreas	4	3	19	8	11	       0.0041430	      -7.1910162	      -6.7261048	       0.6839496	      -6.8730402
Women	65+	Stomach	1	0	19	2	17	       0.0224522	      -6.4308668	      -6.4308668	       0.0000000	      -6.4308668
Women	65+	Stomach	2	1	19	4	15	       0.0155483	      -6.4883622	      -6.3333918	       0.3074927	      -6.4407100
Women	65+	Stomach	3	2	19	6	13	       0.0090137	      -6.7236254	      -6.4136845	       0.6460903	      -6.5233756
Women	65+	Stomach	4	3	19	8	11	       0.0071798	      -6.6411554	      -6.1762440	       0.7017971	      -6.3148819
Women	65+	Thyroid	1	0	19	2	17	       0.0432231	      -5.7758776	      -5.7758776	       0.0000000	      -5.7758776
Women	65+	Thyroid	2	1	19	4	15	       0.0282133	      -5.8925193	      -5.7375488	       0.3472641	      -5.8387036
Women	65+	Thyroid	3	2	19	6	13	       0.0221667	      -5.8237814	      -5.5138404	       0.3091333	      -5.7279683
Women	65+	Thyroid	4	3	19	8	11	       0.0174794	      -5.7514083	      -5.2864969	       0.8112403	      -5.3742534
