"sex"	"age_group"	"cancer_site"	"Model"	"# Joinpoints"	"# Observations"	"# Parameters"	"D.F."	"SSE"	"BIC"	"BIC3"	"Weight"	"WBIC"
Men	50-64	Stomach	1	0	19	2	17	       0.0551218	      -5.5327073	      -5.5327073	       0.0000000	      -5.5327073
Men	50-64	Stomach	2	1	19	4	15	       0.0282343	      -5.8917749	      -5.7368045	       0.4877839	      -5.8161828
Men	50-64	Stomach	3	2	19	6	13	       0.0215772	      -5.8507319	      -5.5407910	       0.6853174	      -5.6383240
Men	50-64	Stomach	4	3	19	8	11	       0.0206502	      -5.5847044	      -5.1197930	       0.7060647	      -5.2564469
Men	50-64	Testis	1	0	19	2	17	       0.1803729	      -4.3472271	      -4.3472271	       0.0000000	      -4.3472271
Men	50-64	Testis	2	1	19	4	15	       0.1358698	      -4.3206154	      -4.1656449	       0.2467283	      -4.2823798
Men	50-64	Testis	3	2	19	6	13	       0.0872808	      -4.4532404	      -4.1432994	       0.6139566	      -4.2629501
Men	50-64	Testis	4	3	19	8	11	       0.0757584	      -4.2848807	      -3.8199692	       0.6139566	      -3.9994452
Men	50-64	Thyroid	1	0	19	2	17	       0.1618119	      -4.4558190	      -4.4558190	       0.0000000	      -4.4558190
Men	50-64	Thyroid	2	1	19	4	15	       0.1105719	      -4.5266461	      -4.3716756	       0.3166636	      -4.4775726
Men	50-64	Thyroid	3	2	19	6	13	       0.1033160	      -4.2845791	      -3.9746381	       0.4800341	      -4.1357969
Men	50-64	Thyroid	4	3	19	8	11	       0.0996008	      -4.0112598	      -3.5463484	       0.5004934	      -3.7785747
Men	65+	Bladder	1	0	19	2	17	       0.0177725	      -6.6645999	      -6.6645999	       0.0000000	      -6.6645999
Men	65+	Bladder	2	1	19	4	15	       0.0087038	      -7.0685567	      -6.9135862	       0.5102685	      -6.9894802
Men	65+	Bladder	3	2	19	6	13	       0.0057913	      -7.1660204	      -6.8560794	       0.6993919	      -6.9492502
Men	65+	Bladder	4	3	19	8	11	       0.0031746	      -7.4572519	      -6.9923405	       0.8226257	      -7.0748038
Men	65+	Brain and CNS	1	0	19	2	17	       0.0200333	      -6.5448587	      -6.5448587	       0.0000000	      -6.5448587
Men	65+	Brain and CNS	2	1	19	4	15	       0.0133264	      -6.6425625	      -6.4875921	       0.3347849	      -6.5906808
Men	65+	Brain and CNS	3	2	19	6	13	       0.0128864	      -6.3662023	      -6.0562614	       0.2556125	      -6.2869775
Men	65+	Brain and CNS	4	3	19	8	11	       0.0121135	      -6.1181126	      -5.6532012	       0.3197927	      -5.9694373
Men	65+	Colorectum	1	0	19	2	17	       0.0363630	      -5.9487029	      -5.9487029	       0.0000000	      -5.9487029
Men	65+	Colorectum	2	1	19	4	15	       0.0060128	      -7.4384286	      -7.2834581	       0.8346461	      -7.3090830
Men	65+	Colorectum	3	2	19	6	13	       0.0024911	      -8.0096518	      -7.6997108	       0.9173704	      -7.7253211
Men	65+	Colorectum	4	3	19	8	11	       0.0017903	      -8.0300723	      -7.5651609	       0.8263357	      -7.6458994
Men	65+	Gallbladder	1	0	19	2	17	       0.0802068	      -5.1576449	      -5.1576449	       0.0000000	      -5.1576449
Men	65+	Gallbladder	2	1	19	4	15	       0.0643815	      -5.0674868	      -4.9125163	       0.1973069	      -5.0369100
Men	65+	Gallbladder	3	2	19	6	13	       0.0451344	      -5.1127261	      -4.8027852	       0.7907096	      -4.8676529
Men	65+	Gallbladder	4	3	19	8	11	       0.0443905	      -4.8194047	      -4.3544933	       0.7907096	      -4.4517948
Men	65+	Hodgkin Lymphoma	1	0	19	2	17	       0.1213983	      -4.7431764	      -4.7431764	       0.0000000	      -4.7431764
Men	65+	Hodgkin Lymphoma	2	1	19	4	15	       0.0754121	      -4.9093444	      -4.7543739	       0.3788042	      -4.8506409
Men	65+	Hodgkin Lymphoma	3	2	19	6	13	       0.0628347	      -4.7818633	      -4.4719223	       0.2814854	      -4.6946194
Men	65+	Hodgkin Lymphoma	4	3	19	8	11	       0.0470578	      -4.7610541	      -4.2961427	       0.7567336	      -4.4092401
Men	65+	Kidney	1	0	19	2	17	       0.0543335	      -5.5471124	      -5.5471124	       0.0000000	      -5.5471124
Men	65+	Kidney	2	1	19	4	15	       0.0235333	      -6.0738946	      -5.9189241	       0.5668725	      -5.9860461
Men	65+	Kidney	3	2	19	6	13	       0.0189513	      -5.9805005	      -5.6705595	       0.7268529	      -5.7552190
Men	65+	Kidney	4	3	19	8	11	       0.0123211	      -6.1011177	      -5.6362063	       0.7692274	      -5.7434951
Men	65+	Larynx	1	0	19	2	17	       0.0332500	      -6.0381995	      -6.0381995	       0.0000000	      -6.0381995
Men	65+	Larynx	2	1	19	4	15	       0.0153614	      -6.5004540	      -6.3454835	       0.5380024	      -6.4170795
Men	65+	Larynx	3	2	19	6	13	       0.0137375	      -6.3022395	      -5.9922985	       0.5474889	      -6.1325502
Men	65+	Larynx	4	3	19	8	11	       0.0125313	      -6.0841998	      -5.6192883	       0.5963944	      -5.8069292
Men	65+	Leukaemia	1	0	19	2	17	       0.0923203	      -5.0169892	      -5.0169892	       0.0000000	      -5.0169892
Men	65+	Leukaemia	2	1	19	4	15	       0.0240319	      -6.0529299	      -5.8979594	       0.7396899	      -5.9382998
Men	65+	Leukaemia	3	2	19	6	13	       0.0199986	      -5.9267087	      -5.6167677	       0.8156350	      -5.6739100
Men	65+	Leukaemia	4	3	19	8	11	       0.0162588	      -5.8237963	      -5.3588849	       0.8506604	      -5.4283146
Men	65+	Liver	1	0	19	2	17	       0.0366235	      -5.9415625	      -5.9415625	       0.0000000	      -5.9415625
Men	65+	Liver	2	1	19	4	15	       0.0164008	      -6.4349804	      -6.2800100	       0.5521778	      -6.3494092
Men	65+	Liver	3	2	19	6	13	       0.0155706	      -6.1769853	      -5.8670444	       0.4595929	      -6.0345387
Men	65+	Liver	4	3	19	8	11	       0.0149459	      -5.9079940	      -5.4430825	       0.7154048	      -5.5753941
Men	65+	Lung	1	0	19	2	17	       0.0051700	      -7.8993832	      -7.8993832	       0.0000000	      -7.8993832
Men	65+	Lung	2	1	19	4	15	       0.0038205	      -7.8919363	      -7.7369658	       0.2610274	      -7.8514848
Men	65+	Lung	3	2	19	6	13	       0.0016538	      -8.4193156	      -8.1093747	       0.8117785	      -8.1677122
Men	65+	Lung	4	3	19	8	11	       0.0014473	      -8.2427286	      -7.7778171	       0.7914024	      -7.8747965
Men	65+	Melanoma	1	0	19	2	17	       0.0898189	      -5.0444574	      -5.0444574	       0.0000000	      -5.0444574
Men	65+	Melanoma	2	1	19	4	15	       0.0166572	      -6.4194706	      -6.2645002	       0.8145471	      -6.2932399
Men	65+	Melanoma	3	2	19	6	13	       0.0086677	      -6.7627640	      -6.4528230	       0.8313737	      -6.5050872
Men	65+	Melanoma	4	3	19	8	11	       0.0064973	      -6.7410407	      -6.2761293	       0.8313737	      -6.3545256
Men	65+	MultipleMyeloma	1	0	19	2	17	       0.0370144	      -5.9309461	      -5.9309461	       0.0000000	      -5.9309461
Men	65+	MultipleMyeloma	2	1	19	4	15	       0.0352503	      -5.6698384	      -5.5148679	       0.0476601	      -5.6624525
Men	65+	MultipleMyeloma	3	2	19	6	13	       0.0247145	      -5.7149797	      -5.4050388	       0.6485820	      -5.5139576
Men	65+	MultipleMyeloma	4	3	19	8	11	       0.0240500	      -5.4322940	      -4.9673826	       0.7154862	      -5.0996563
Men	65+	Non-Hodgkin Lymphoma	1	0	19	2	17	       0.0412494	      -5.8226156	      -5.8226156	       0.0000000	      -5.8226156
Men	65+	Non-Hodgkin Lymphoma	2	1	19	4	15	       0.0052451	      -7.5750137	      -7.4200432	       0.8728439	      -7.4397487
Men	65+	Non-Hodgkin Lymphoma	3	2	19	6	13	       0.0045911	      -7.3982621	      -7.0883212	       0.8675507	      -7.1293727
Men	65+	Non-Hodgkin Lymphoma	4	3	19	8	11	       0.0038266	      -7.2704447	      -6.8055333	       0.8591738	      -6.8710050
Men	65+	Oesophagus	1	0	19	2	17	       0.0052520	      -7.8836503	      -7.8836503	       0.0000000	      -7.8836503
Men	65+	Oesophagus	2	1	19	4	15	       0.0045823	      -7.7101103	      -7.5551398	       0.1275073	      -7.6903504
Men	65+	Oesophagus	3	2	19	6	13	       0.0043851	      -7.4441569	      -7.1342159	       0.2664995	      -7.3615578
Men	65+	Oesophagus	4	3	19	8	11	       0.0041343	      -7.1931073	      -6.7281959	       0.4483638	      -6.9846578
Men	65+	Oral	1	0	19	2	17	       0.0331555	      -6.0410442	      -6.0410442	       0.0000000	      -6.0410442
Men	65+	Oral	2	1	19	4	15	       0.0314107	      -5.7851650	      -5.6301945	       0.0526264	      -5.7770095
Men	65+	Oral	3	2	19	6	13	       0.0265015	      -5.6451690	      -5.3352281	       0.2795590	      -5.5585223
Men	65+	Oral	4	3	19	8	11	       0.0239301	      -5.4372940	      -4.9723826	       0.3174812	      -5.2896934
Men	65+	Pancreas	1	0	19	2	17	       0.0083966	      -7.4144240	      -7.4144240	       0.0000000	      -7.4144240
Men	65+	Pancreas	2	1	19	4	15	       0.0077013	      -7.1909248	      -7.0359543	       0.0828110	      -7.1780915
Men	65+	Pancreas	3	2	19	6	13	       0.0069393	      -6.9851773	      -6.6752364	       0.1057948	      -6.9523872
Men	65+	Pancreas	4	3	19	8	11	       0.0067219	      -6.7070633	      -6.2421519	       0.7076033	      -6.3780904
Men	65+	Prostate	1	0	19	2	17	       0.0209187	      -6.5016116	      -6.5016116	       0.0000000	      -6.5016116
Men	65+	Prostate	2	1	19	4	15	       0.0187957	      -6.2986840	      -6.1437136	       0.1014863	      -6.2829566
Men	65+	Prostate	3	2	19	6	13	       0.0158535	      -6.1589788	      -5.8490378	       0.2464915	      -6.0825809
Men	65+	Prostate	4	3	19	8	11	       0.0142091	      -5.9585446	      -5.4936332	       0.3077034	      -5.8154898
Men	65+	Stomach	1	0	19	2	17	       0.0164642	      -6.7410627	      -6.7410627	       0.0000000	      -6.7410627
Men	65+	Stomach	2	1	19	4	15	       0.0139662	      -6.5956731	      -6.4407026	       0.1517258	      -6.5721600
Men	65+	Stomach	3	2	19	6	13	       0.0083868	      -6.7957167	      -6.4857757	       0.4925281	      -6.6430621
Men	65+	Stomach	4	3	19	8	11	       0.0060313	      -6.8154602	      -6.3505488	       0.7717629	      -6.4566588
Men	65+	Testis	1	0	19	2	17	       0.1969936	      -4.2590822	      -4.2590822	       0.0000000	      -4.2590822
Men	65+	Testis	2	1	19	4	15	       0.1853722	      -4.0099465	      -3.8549760	       0.0589935	      -4.0008042
Men	65+	Testis	3	2	19	6	13	       0.1261983	      -4.0845168	      -3.7745758	       0.7260865	      -3.8594728
Men	65+	Testis	4	3	19	8	11	       0.1085444	      -3.9252714	      -3.4603600	       0.7260865	      -3.5877055
Men	65+	Thyroid	1	0	19	2	17	       0.1157438	      -4.7908743	      -4.7908743	       0.0000000	      -4.7908743
Men	65+	Thyroid	2	1	19	4	15	       0.0893257	      -4.7400228	      -4.5850523	       0.2282461	      -4.7046514
Men	65+	Thyroid	3	2	19	6	13	       0.0675336	      -4.7097456	      -4.3998046	       0.3864127	      -4.5899804
Men	65+	Thyroid	4	3	19	8	11	       0.0561645	      -4.5841450	      -4.1192336	       0.8624924	      -4.1831625
Women	20-34	Bladder	1	0	19	2	17	       2.3252806	      -1.7906573	      -1.7906573	       0.0000000	      -1.7906573
Women	20-34	Bladder	2	1	19	4	15	       1.9503886	      -1.6565285	      -1.5015580	       0.1612244	      -1.6315434
Women	20-34	Bladder	3	2	19	6	13	       1.8869438	      -1.3796577	      -1.0697167	       0.6666667	      -1.1730304
Women	20-34	Bladder	4	3	19	8	11	       1.4935912	      -1.3034918	      -0.8385803	       0.6034483	      -1.0229418
Women	20-34	Brain and CNS	1	0	19	2	17	       0.2362994	      -4.0771536	      -4.0771536	       0.0000000	      -4.0771536
Women	20-34	Brain and CNS	2	1	19	4	15	       0.2251980	      -3.8153323	      -3.6603618	       0.0469803	      -3.8080517
Women	20-34	Brain and CNS	3	2	19	6	13	       0.1418345	      -3.9677103	      -3.6577694	       0.7926355	      -3.7220401
Women	20-34	Brain and CNS	4	3	19	8	11	       0.1176124	      -3.8450359	      -3.3801245	       0.7926355	      -3.4765307
Women	20-34	Breast	1	0	19	2	17	       0.0835022	      -5.1173802	      -5.1173802	       0.0000000	      -5.1173802
Women	20-34	Breast	2	1	19	4	15	       0.0162354	      -6.4451208	      -6.2901504	       0.8055697	      -6.3202813
Women	20-34	Breast	3	2	19	6	13	       0.0156220	      -6.1736889	      -5.8637480	       0.8048141	      -5.9242441
Women	20-34	Breast	4	3	19	8	11	       0.0117080	      -6.1521555	      -5.6872441	       0.5461597	      -5.8982396
Women	20-34	Cervix	1	0	19	2	17	       0.1912881	      -4.2884729	      -4.2884729	       0.0000000	      -4.2884729
Women	20-34	Cervix	2	1	19	4	15	       0.0756601	      -4.9060614	      -4.7510909	       0.6044703	      -4.8123863
Women	20-34	Cervix	3	2	19	6	13	       0.0652508	      -4.7441327	      -4.4341918	       0.8478780	      -4.4813406
Women	20-34	Cervix	4	3	19	8	11	       0.0541452	      -4.6207609	      -4.1558494	       0.8478780	      -4.2265727
Women	20-34	Colorectum	1	0	19	2	17	       0.7915800	      -2.8682224	      -2.8682224	       0.0000000	      -2.8682224
Women	20-34	Colorectum	2	1	19	4	15	       0.2012430	      -3.9277990	      -3.7728286	       0.7457704	      -3.8122266
Women	20-34	Colorectum	3	2	19	6	13	       0.1745838	      -3.7599668	      -3.4500258	       0.7187161	      -3.5372072
Women	20-34	Colorectum	4	3	19	8	11	       0.1047224	      -3.9611171	      -3.4962056	       0.6952578	      -3.6378838
Women	20-34	Endometrium	1	0	19	2	17	       0.8836546	      -2.7581871	      -2.7581871	       0.0000000	      -2.7581871
Women	20-34	Endometrium	2	1	19	4	15	       0.6184453	      -2.8051037	      -2.6501332	       0.3001278	      -2.7585927
Women	20-34	Endometrium	3	2	19	6	13	       0.5998253	      -2.5257330	      -2.2157921	       0.5185828	      -2.3650030
Women	20-34	Endometrium	4	3	19	8	11	       0.4988043	      -2.4002166	      -1.9353052	       0.5185828	      -2.1591215
Women	20-34	Gallbladder	1	0	19	0	0	       0.0000000	       0.0000000	       0.0000000	       0.0000000	       0.0000000
Women	20-34	Hodgkin Lymphoma	1	0	19	2	17	       0.0549384	      -5.5360406	      -5.5360406	       0.0000000	      -5.5360406
Women	20-34	Hodgkin Lymphoma	2	1	19	4	15	       0.0515953	      -5.2888823	      -5.1339118	       0.0608524	      -5.2794520
Women	20-34	Hodgkin Lymphoma	3	2	19	6	13	       0.0433564	      -5.1529160	      -4.8429751	       0.5562312	      -4.9805172
Women	20-34	Hodgkin Lymphoma	4	3	19	8	11	       0.0363456	      -5.0193587	      -4.5544473	       0.5916124	      -4.7443113
Women	20-34	Kidney	1	0	19	2	17	       0.3281795	      -3.7486925	      -3.7486925	       0.0000000	      -3.7486925
Women	20-34	Kidney	2	1	19	4	15	       0.2388761	      -3.7563676	      -3.6013971	       0.2721178	      -3.7141973
Women	20-34	Kidney	3	2	19	6	13	       0.2114231	      -3.5685101	      -3.2585692	       0.3109659	      -3.4721291
Women	20-34	Kidney	4	3	19	8	11	       0.1956255	      -3.3362282	      -2.8713168	       0.7437664	      -2.9904427
Women	20-34	Larynx	1	0	19	0	0	       0.0000000	       0.0000000	       0.0000000	       0.0000000	       0.0000000
Women	20-34	Leukaemia	1	0	19	2	17	       0.1880132	      -4.3057413	      -4.3057413	       0.0000000	      -4.3057413
Women	20-34	Leukaemia	2	1	19	4	15	       0.1840385	      -4.0171671	      -3.8621967	       0.0211402	      -4.0138910
Women	20-34	Leukaemia	3	2	19	6	13	       0.1738249	      -3.7643230	      -3.4543821	       0.1630670	      -3.7137819
Women	20-34	Leukaemia	4	3	19	8	11	       0.1662455	      -3.4989651	      -3.0340537	       0.8972930	      -3.0818034
Women	20-34	Liver	1	0	19	2	17	       2.5005451	      -1.7179893	      -1.7179893	       0.0000000	      -1.7179893
Women	20-34	Liver	2	1	19	4	15	       2.1148855	      -1.5755564	      -1.4205859	       0.1542302	      -1.5516553
Women	20-34	Liver	3	2	19	6	13	       1.9080384	      -1.3685405	      -1.0585995	       0.1101511	      -1.3344001
Women	20-34	Liver	4	3	19	8	11	       1.6211305	      -1.2215514	      -0.7566400	       0.5393027	      -0.9708234
Women	20-34	Lung	1	0	19	2	17	       0.7628753	      -2.9051587	      -2.9051587	       0.0000000	      -2.9051587
Women	20-34	Lung	2	1	19	4	15	       0.6707276	      -2.7239493	      -2.5689788	       0.1207900	      -2.7052304
Women	20-34	Lung	3	2	19	6	13	       0.4904824	      -2.7269821	      -2.4170411	       0.4177847	      -2.5974935
Women	20-34	Lung	4	3	19	8	11	       0.4479576	      -2.5077320	      -2.0428205	       0.4463481	      -2.3002196
Women	20-34	Melanoma	1	0	19	2	17	       0.0691395	      -5.3061270	      -5.3061270	       0.0000000	      -5.3061270
Women	20-34	Melanoma	2	1	19	4	15	       0.0562028	      -5.2033465	      -5.0483760	       0.1871107	      -5.1743498
Women	20-34	Melanoma	3	2	19	6	13	       0.0462120	      -5.0891329	      -4.7791920	       0.4775477	      -4.9411213
Women	20-34	Melanoma	4	3	19	8	11	       0.0408412	      -4.9027386	      -4.4378272	       0.4937486	      -4.6731892
Women	20-34	MultipleMyeloma	1	0	19	0	0	       0.0000000	       0.0000000	       0.0000000	       0.0000000	       0.0000000
Women	20-34	Non-Hodgkin Lymphoma	1	0	19	2	17	       0.1564655	      -4.4894180	      -4.4894180	       0.0000000	      -4.4894180
Women	20-34	Non-Hodgkin Lymphoma	2	1	19	4	15	       0.0884997	      -4.7493129	      -4.5943424	       0.4343817	      -4.6819965
Women	20-34	Non-Hodgkin Lymphoma	3	2	19	6	13	       0.0714064	      -4.6539842	      -4.3440432	       0.7131290	      -4.4329563
Women	20-34	Non-Hodgkin Lymphoma	4	3	19	8	11	       0.0579997	      -4.5519930	      -4.0870816	       0.8819948	      -4.1419435
Women	20-34	Oesophagus	1	0	19	0	0	       0.0000000	       0.0000000	       0.0000000	       0.0000000	       0.0000000
Women	20-34	Oral	1	0	19	2	17	       0.3223286	      -3.7666817	      -3.7666817	       0.0000000	      -3.7666817
Women	20-34	Oral	2	1	19	4	15	       0.1609570	      -4.1511752	      -3.9962048	       0.5006432	      -4.0735903
Women	20-34	Oral	3	2	19	6	13	       0.1254071	      -4.0908065	      -3.7808656	       0.7352092	      -3.8629351
Women	20-34	Oral	4	3	19	8	11	       0.1188041	      -3.8349542	      -3.3700428	       0.7494973	      -3.4865044
Women	20-34	Ovary	1	0	19	2	17	       0.0787546	      -5.1759162	      -5.1759162	       0.0000000	      -5.1759162
Women	20-34	Ovary	2	1	19	4	15	       0.0595600	      -5.1453278	      -4.9903574	       0.2437268	      -5.1075574
Women	20-34	Ovary	3	2	19	6	13	       0.0479977	      -5.0512192	      -4.7412782	       0.4433588	      -4.9138041
Women	20-34	Ovary	4	3	19	8	11	       0.0463619	      -4.7759533	      -4.3110418	       0.4992632	      -4.5438401
Women	20-34	Pancreas	1	0	19	2	17	       1.1952238	      -2.4561646	      -2.4561646	       0.0000000	      -2.4561646
Women	20-34	Pancreas	2	1	19	4	15	       1.0656882	      -2.2609363	      -2.1059658	       0.1083777	      -2.2441409
Women	20-34	Pancreas	3	2	19	6	13	       0.8674460	      -2.1568182	      -1.8468773	       0.7097038	      -1.9368519
Women	20-34	Pancreas	4	3	19	8	11	       0.5340627	      -2.3319172	      -1.8670058	       0.6256707	      -2.0410357
Women	20-34	Stomach	1	0	19	2	17	       1.0236259	      -2.6111469	      -2.6111469	       0.0000000	      -2.6111469
Women	20-34	Stomach	2	1	19	4	15	       0.7746892	      -2.5798504	      -2.4248799	       0.2431910	      -2.5421630
Women	20-34	Stomach	3	2	19	6	13	       0.7269235	      -2.3335502	      -2.0236092	       0.6301902	      -2.1382284
Women	20-34	Stomach	4	3	19	8	11	       0.6914094	      -2.0736984	      -1.6087870	       0.6301902	      -1.7807158
Women	20-34	Thyroid	1	0	19	2	17	       0.0405717	      -5.8391819	      -5.8391819	       0.0000000	      -5.8391819
Women	20-34	Thyroid	2	1	19	4	15	       0.0236364	      -6.0695246	      -5.9145541	       0.4174170	      -6.0048373
Women	20-34	Thyroid	3	2	19	6	13	       0.0211480	      -5.8708243	      -5.5608834	       0.4673027	      -5.7259881
Women	20-34	Thyroid	4	3	19	8	11	       0.0171561	      -5.7700786	      -5.3051672	       0.5568243	      -5.5112046
Women	35-49	Bladder	1	0	19	2	17	       0.3662792	      -3.6388575	      -3.6388575	       0.0000000	      -3.6388575
Women	35-49	Bladder	2	1	19	4	15	       0.3202712	      -3.4631442	      -3.3081737	       0.1256089	      -3.4436785
Women	35-49	Bladder	3	2	19	6	13	       0.2756133	      -3.3033725	      -2.9934316	       0.2967382	      -3.2114012
Women	35-49	Bladder	4	3	19	8	11	       0.2478945	      -3.0994274	      -2.6345160	       0.3501229	      -2.9366513
Women	35-49	Brain and CNS	1	0	19	2	17	       0.1021838	      -4.9154798	      -4.9154798	       0.0000000	      -4.9154798
Women	35-49	Brain and CNS	2	1	19	4	15	       0.0806002	      -4.8428112	      -4.6878408	       0.2112236	      -4.8100778
Women	35-49	Brain and CNS	3	2	19	6	13	       0.0579156	      -4.8633842	      -4.5534432	       0.3272961	      -4.7619417
Women	35-49	Brain and CNS	4	3	19	8	11	       0.0504370	      -4.6917046	      -4.2267932	       0.9211117	      -4.2634692
Women	35-49	Breast	1	0	19	2	17	       0.0199883	      -6.5471074	      -6.5471074	       0.0000000	      -6.5471074
Women	35-49	Breast	2	1	19	4	15	       0.0058908	      -7.4589143	      -7.3039438	       0.7052856	      -7.3496159
Women	35-49	Breast	3	2	19	6	13	       0.0036593	      -7.6250950	      -7.3151540	       0.8284117	      -7.3683363
Women	35-49	Breast	4	3	19	8	11	       0.0029794	      -7.5207098	      -7.0557984	       0.7294881	      -7.1815625
Women	35-49	Cervix	1	0	19	2	17	       0.0738531	      -5.2401757	      -5.2401757	       0.0000000	      -5.2401757
Women	35-49	Cervix	2	1	19	4	15	       0.0508071	      -5.3042771	      -5.1493066	       0.3120522	      -5.2559182
Women	35-49	Cervix	3	2	19	6	13	       0.0396963	      -5.2411140	      -4.9311731	       0.2909325	      -5.1509421
Women	35-49	Cervix	4	3	19	8	11	       0.0338768	      -5.0897004	      -4.6247890	       0.7088095	      -4.7601668
Women	35-49	Colorectum	1	0	19	2	17	       0.0278944	      -6.2138256	      -6.2138256	       0.0000000	      -6.2138256
Women	35-49	Colorectum	2	1	19	4	15	       0.0163168	      -6.4401173	      -6.2851468	       0.4150522	      -6.3757964
Women	35-49	Colorectum	3	2	19	6	13	       0.0140292	      -6.2812336	      -5.9712927	       0.2383627	      -6.2073553
Women	35-49	Colorectum	4	3	19	8	11	       0.0126055	      -6.0782978	      -5.6133864	       0.7921593	      -5.7100139
Women	35-49	Endometrium	1	0	19	2	17	       0.0758531	      -5.2134551	      -5.2134551	       0.0000000	      -5.2134551
Women	35-49	Endometrium	2	1	19	4	15	       0.0523053	      -5.2752151	      -5.1202446	       0.3104396	      -5.2271061
Women	35-49	Endometrium	3	2	19	6	13	       0.0483523	      -5.0438584	      -4.7339174	       0.3045488	      -4.9494662
Women	35-49	Endometrium	4	3	19	8	11	       0.0429214	      -4.8530606	      -4.3881492	       0.6490914	      -4.5512906
Women	35-49	Gallbladder	1	0	19	2	17	       0.2700132	      -3.9437824	      -3.9437824	       0.0000000	      -3.9437824
Women	35-49	Gallbladder	2	1	19	4	15	       0.2633821	      -3.6587066	      -3.5037361	       0.0245585	      -3.6549008
Women	35-49	Gallbladder	3	2	19	6	13	       0.2506025	      -3.3985032	      -3.0885623	       0.1008434	      -3.3672477
Women	35-49	Gallbladder	4	3	19	8	11	       0.2247489	      -3.1974467	      -2.7325353	       0.2914980	      -3.0619260
Women	35-49	Hodgkin Lymphoma	1	0	19	2	17	       0.3306974	      -3.7410496	      -3.7410496	       0.0000000	      -3.7410496
Women	35-49	Hodgkin Lymphoma	2	1	19	4	15	       0.1850574	      -4.0116464	      -3.8566759	       0.4404026	      -3.9433970
Women	35-49	Hodgkin Lymphoma	3	2	19	6	13	       0.1510986	      -3.9044390	      -3.5944981	       0.5038909	      -3.7482626
Women	35-49	Hodgkin Lymphoma	4	3	19	8	11	       0.1302950	      -3.7426290	      -3.2777176	       0.4881088	      -3.5157017
Women	35-49	Kidney	1	0	19	2	17	       0.1421891	      -4.5850957	      -4.5850957	       0.0000000	      -4.5850957
Women	35-49	Kidney	2	1	19	4	15	       0.1209200	      -4.4371829	      -4.2822124	       0.1495827	      -4.4140020
Women	35-49	Kidney	3	2	19	6	13	       0.0989263	      -4.3279959	      -4.0180550	       0.7033662	      -4.1099939
Women	35-49	Kidney	4	3	19	8	11	       0.0826041	      -4.1983707	      -3.7334592	       0.5719650	      -3.9324576
Women	35-49	Larynx	1	0	19	2	17	       1.1574403	      -2.4882871	      -2.4882871	       0.0000000	      -2.4882871
Women	35-49	Larynx	2	1	19	4	15	       1.0322836	      -2.2927836	      -2.1378131	       0.1081323	      -2.2760263
Women	35-49	Larynx	3	2	19	6	13	       0.9166458	      -2.1016502	      -1.7917093	       0.1737855	      -2.0477870
Women	35-49	Larynx	4	3	19	8	11	       0.8733484	      -1.8400959	      -1.3751845	       0.9382932	      -1.4038727
Women	35-49	Leukaemia	1	0	19	2	17	       0.0532386	      -5.5674695	      -5.5674695	       0.0000000	      -5.5674695
Women	35-49	Leukaemia	2	1	19	4	15	       0.0459183	      -5.4054482	      -5.2504777	       0.1374996	      -5.3841398
Women	35-49	Leukaemia	3	2	19	6	13	       0.0389362	      -5.2604463	      -4.9505053	       0.1780586	      -5.2052586
Women	35-49	Leukaemia	4	3	19	8	11	       0.0318229	      -5.1522456	      -4.6873342	       0.4116075	      -4.9608846
Women	35-49	Liver	1	0	19	2	17	       0.3610860	      -3.6531373	      -3.6531373	       0.0000000	      -3.6531373
Women	35-49	Liver	2	1	19	4	15	       0.2727830	      -3.6236358	      -3.4686654	       0.2445484	      -3.5857381
Women	35-49	Liver	3	2	19	6	13	       0.2283780	      -3.4913693	      -3.1814284	       0.3485129	      -3.3833509
Women	35-49	Liver	4	3	19	8	11	       0.2161342	      -3.2365308	      -2.7716194	       0.2114448	      -3.1382277
Women	35-49	Lung	1	0	19	2	17	       0.0650584	      -5.3669674	      -5.3669674	       0.0000000	      -5.3669674
Women	35-49	Lung	2	1	19	4	15	       0.0636225	      -5.0793459	      -4.9243755	       0.0220722	      -5.0759254
Women	35-49	Lung	3	2	19	6	13	       0.0592557	      -4.8405096	      -4.5305687	       0.5602834	      -4.6668549
Women	35-49	Lung	4	3	19	8	11	       0.0565392	      -4.5774957	      -4.1125843	       0.5602834	      -4.3170136
Women	35-49	Melanoma	1	0	19	2	17	       0.0899077	      -5.0434703	      -5.0434703	       0.0000000	      -5.0434703
Women	35-49	Melanoma	2	1	19	4	15	       0.0390526	      -5.5674039	      -5.4124334	       0.5656370	      -5.4797469
Women	35-49	Melanoma	3	2	19	6	13	       0.0325368	      -5.4399986	      -5.1300576	       0.5658837	      -5.2646081
Women	35-49	Melanoma	4	3	19	8	11	       0.0275602	      -5.2960566	      -4.8311451	       0.3909822	      -5.1142845
Women	35-49	MultipleMyeloma	1	0	19	2	17	       0.2253419	      -4.1246344	      -4.1246344	       0.0000000	      -4.1246344
Women	35-49	MultipleMyeloma	2	1	19	4	15	       0.1598135	      -4.1583048	      -4.0033343	       0.2907955	      -4.1132401
Women	35-49	MultipleMyeloma	3	2	19	6	13	       0.1133443	      -4.1919416	      -3.8820007	       0.5129117	      -4.0329693
Women	35-49	MultipleMyeloma	4	3	19	8	11	       0.0958268	      -4.0498885	      -3.5849771	       0.7227360	      -3.7138803
